countrycode,country,year,rgdpo,pop,emp,avh,rgdpo/pop,rgdpo/(avh*emp),continent
JAM,Jamaica,1987,11149.38867,2.375393,0.845399976,1893.674852,4693.702757,6.964395282,Americas
JAM,Jamaica,1988,11705.40332,2.389411,0.871800005,1914.996896,4898.865587,7.011346662,Americas
JAM,Jamaica,1989,11902.09961,2.403464,0.881100059,1972.910781,4952.060696,6.846851434,Americas
JAM,Jamaica,1990,12786.09961,2.419906,0.896300077,1938.222786,5283.717471,7.36005322,Americas
JAM,Jamaica,1991,12469.60449,2.439334,0.902899981,1947.974915,5111.888939,7.089729657,Americas
JAM,Jamaica,1992,13237.0625,2.461049,0.905700028,1963.452504,5378.626147,7.443665317,Americas
JAM,Jamaica,1993,14182.54297,2.484581,0.906300008,1951.132648,5708.223225,8.020387067,Americas
JAM,Jamaica,1994,14210.19238,2.509043,0.923099995,1958.878217,5663.590613,7.858574458,Americas
JAM,Jamaica,1995,14409.62012,2.533711,0.96329999,1948.524991,5687.160105,7.676884307,Americas
JAM,Jamaica,1996,14735.58398,2.558637,0.959800005,1969.264712,5759.153793,7.796191629,Americas
JAM,Jamaica,1997,14650.66699,2.583916,0.95630002,1963.947353,5669.947085,7.800696668,Americas
JAM,Jamaica,1998,14917.28027,2.608873,0.954299986,1999.210746,5717.902049,7.818908925,Americas
JAM,Jamaica,1999,15271.75293,2.632675,0.936800003,1983.450275,5800.850059,8.219032328,Americas
JAM,Jamaica,2000,15567.36035,2.654701,0.933499992,1963.449268,5864.07296,8.493388222,Americas
JAM,Jamaica,2001,15637.28516,2.674702,0.942300081,1970.63688,5846.365373,8.421035945,Americas
JAM,Jamaica,2002,15710.0166,2.692845,1.036800027,1965.566374,5833.984727,7.708926952,Americas
JPN,Japan,1950,236383.1719,84.27426691,39.40765381,2030.413757,2804.927062,2.954278469,Asia
JPN,Japan,1951,261288.6563,85.64072437,40.38468933,2012.990686,3050.98606,3.214119677,Asia
JPN,Japan,1952,287844.5625,86.94315034,41.3420639,1995.717124,3310.721562,3.488726243,Asia
JPN,Japan,1953,300713.9375,88.14599226,42.26197052,1978.591787,3411.544073,3.596231266,Asia
JPN,Japan,1954,316636.375,89.25086894,42.80199051,2008.9454,3547.711958,3.682380864,Asia
JPN,Japan,1955,341860.4063,90.31798347,44.17364502,2034.516378,3785.075719,3.803858711,Asia
JPN,Japan,1956,365173.4688,91.27445842,45.04847336,2084.966797,4000.828655,3.887943953,Asia
JPN,Japan,1957,390843.7188,92.07571881,46.23651886,2108.042786,4244.807685,4.009946577,Asia
JPN,Japan,1958,419248.9375,92.90610254,46.42012405,2133.144807,4512.609248,4.233946206,Asia
JPN,Japan,1959,458716.2813,93.81897686,46.8197403,2156.244645,4889.376292,4.54377817,Asia
JPN,Japan,1960,517906.3438,94.61850335,47.91057968,2172.898933,5473.626462,4.974853299,Asia
JPN,Japan,1961,574584.75,95.47492624,48.58020782,2175.313753,6018.174327,5.437168864,Asia
JPN,Japan,1962,629681.8125,96.36836709,49.20662689,2152.700041,6534.113127,5.944482258,Asia
JPN,Japan,1963,681809.0625,97.35404212,49.62784958,2146.327615,7003.397575,6.400903783,Asia
JPN,Japan,1964,758592.5,98.37404218,50.27586365,2153.529144,7711.307609,7.006453617,Asia
JPN,Japan,1965,805695.4375,99.43622354,51.08589554,2135.122274,8102.635124,7.386643548,Asia
JPN,Japan,1966,888281.4375,100.3490825,52.13354111,2142.947382,8851.913891,7.951001847,Asia
JPN,Japan,1967,980234.4375,101.389851,53.1379776,2156.571118,9667.973943,8.553840544,Asia
JPN,Japan,1968,1103782.75,102.5315999,54.02360535,2160.340031,10765.29335,9.457534304,Asia
JPN,Japan,1969,1238252.25,103.7495405,54.43402481,2147.011777,11935.0143,10.59508029,Asia
JPN,Japan,1970,1366527.75,104.929251,55.01724243,2137.217316,13023.32512,11.62173456,Asia
JPN,Japan,1971,1448839.5,106.427103,55.47753906,2129.295432,13613.44488,12.26498913,Asia
JPN,Japan,1972,1580305.125,107.976027,55.79032135,2131.664773,14635.70358,13.28810886,Asia
JPN,Japan,1973,1707230.375,109.528512,57.06272507,2117.544246,15587.08636,14.12886019,Asia
JPN,Japan,1974,1696485,111.022689,56.83688736,2058.716301,15280.52523,14.49850541,Asia
JPN,Japan,1975,1775743.875,112.413359,56.68138885,2030.261873,15796.55559,15.43077658,Asia
JPN,Japan,1976,1895101.75,113.679191,57.17287445,2057.499994,16670.61257,16.11026419,Asia
JPN,Japan,1977,2024703.625,114.827832,57.88005066,2064.006284,17632.51635,16.94812048,Asia
JPN,Japan,1978,2177436.25,115.879211,58.44569778,2067.987691,18790.56848,18.01544323,Asia
JPN,Japan,1979,2322577.25,116.867356,59.0479393,2072.703053,19873.61851,18.97703396,Asia
JPN,Japan,1980,2456738.75,117.81694,59.46901703,2073.943761,20852.16905,19.91917011,Asia
JPN,Japan,1981,2455290.25,118.732841,59.95643234,2068.827628,20679.11649,19.79441856,Asia
JPN,Japan,1982,2421859.5,119.60525,60.4757309,2068.618542,20248.77252,19.35919996,Asia
JPN,Japan,1983,2383653,120.427636,61.39086914,2074.860164,19793.23915,18.71330167,Asia
JPN,Japan,1984,2393857.75,121.189266,61.59456635,2089.279754,19753.05098,18.60198724,Asia
JPN,Japan,1985,2468670,121.883482,61.91199493,2076.767332,20254.34423,19.19996326,Asia
JPN,Japan,1986,2688586.25,122.509117,62.16820908,2078.495232,21946.00954,20.80686188,Asia
JPN,Japan,1987,2875265.75,123.07271,62.39378738,2083.96817,23362.33394,22.11289282,Asia
JPN,Japan,1988,3163071.5,123.584527,63.11101913,2080.437718,25594.39743,24.0906821,Asia
JPN,Japan,1989,3391143.5,124.05852,64.02839661,2061.361691,27335.03108,25.69326763,Asia
JPN,Japan,1990,3658643.5,124.50524,65.10401917,2028.41875,29385.45799,27.70477816,Asia
JPN,Japan,1991,3886576,124.929772,66.39091492,2010.741898,31110.08639,29.1140205,Asia
JPN,Japan,1992,4028564.75,125.331297,67.11811066,1962.130556,32143.3261,30.59022875,Asia
JPN,Japan,1993,4149531.25,125.707411,67.35606384,1926.776852,33009.44007,31.97355451,Asia
JPN,Japan,1994,4282784.5,126.053129,67.43040466,1909.1,33976.02689,33.26915563,Asia
JPN,Japan,1995,4521830,126.365484,67.65757751,1911.6,35783.74297,34.962362,Asia
JPN,Japan,1996,4756702.5,126.644094,67.72585297,1914.8,37559.60779,36.67989534,Asia
JPN,Japan,1997,4777019.5,126.892738,68.18427277,1887.1,37646.12203,37.1259766,Asia
JPN,Japan,1998,4719694.5,127.117434,67.34218597,1866.5,37128.61683,37.54902669,Asia
JPN,Japan,1999,4719478,127.32607,66.42337799,1850.9,37066.07767,38.38751971,Asia
JPN,Japan,2000,4835114,127.524174,65.91550446,1858.5,37915.27401,39.46904085,Asia
JPN,Japan,2001,4785269,127.713828,65.61633301,1843.1,37468.6835,39.56812775,Asia
JPN,Japan,2002,4781225,127.893078,64.80487061,1830.6,37384.54868,40.30306508,Asia
JPN,Japan,2003,4860082.5,128.058372,64.80374146,1834.2,37952.08719,40.8880945,Asia
JPN,Japan,2004,4987367,128.204195,65.19680023,1841.9,38901.74577,41.53163206,Asia
JPN,Japan,2005,5110410,128.326116,65.7725296,1828.2,39823.61626,42.49985953,Asia
JPN,Japan,2006,5169780,128.422734,66.28520203,1836.4,40255.95655,42.47058017,Asia
JPN,Japan,2007,5270966.5,128.494057,66.84189606,1826.9,41021.09174,43.16450049,Asia
JPN,Japan,2008,5180551,128.538646,66.79753876,1807.7,40303.45084,42.90314556,Asia
JPN,Japan,2009,4892599.5,128.555189,66.0954895,1757.7,38058.35873,42.11367008,Asia
JPN,Japan,2010,5114662,128.542353,66.01461792,1779.3,39789.70262,43.5439323,Asia
JPN,Japan,2011,5032318.5,128.498965,66.00974274,1775.3,39162.32711,42.94259914,Asia
JPN,Japan,2012,5038807.5,128.423571,65.83451843,1786.8,39235.84635,42.83493973,Asia
JPN,Japan,2013,5089779,128.314195,66.26765442,1766.5,39666.53105,43.47941428,Asia
JPN,Japan,2014,5020598,128.168639,66.69282532,1762.1,39171.81332,42.72143004,Asia
JPN,Japan,2015,5154499.5,127.985133,66.98303223,1756.9,40274.20513,43.80005496,Asia
JPN,Japan,2016,5042444.5,127.763265,67.62099457,1747.1,39467.09173,42.68170984,Asia
JPN,Japan,2017,5048890,127.502725,68.25326538,1743.7,39598.29094,42.4229346,Asia
JPN,Japan,2018,5005677,127.202192,69.36460876,1729,39352.12846,41.73783215,Asia
JPN,Japan,2019,5036891,126.860301,69.9766922,1691.08526,39704.2334,42.56411806,Asia
KHM,Cambodia,1993,12567.65527,9.970733,4.01859808,2190.643666,1260.4545,1.427604628,Asia
KHM,Cambodia,1994,14059.80859,10.317899,4.180609703,2160.657944,1362.661972,1.556516632,Asia
KHM,Cambodia,1995,15439.28711,10.656138,4.314436436,2187.281321,1448.863285,1.636057354,Asia
KHM,Cambodia,1996,14693.30078,10.982917,4.44845295,2191.996332,1337.83227,1.506851811,Asia
KHM,Cambodia,1997,15137.31543,11.2986,4.633541107,2202.334572,1339.751423,1.483380426,Asia
KHM,Cambodia,1998,14639.78809,11.600508,4.846245766,2239.291355,1261.99543,1.34902113,Asia
KHM,Cambodia,1999,15769.7832,11.886458,5.071551323,2265.426807,1326.70163,1.372571139,Asia
KHM,Cambodia,2000,16985.36719,12.155239,5.226390362,2296.890804,1397.370071,1.414922806,Asia
KHM,Cambodia,2001,18236.96094,12.405408,5.768578529,2321.056191,1470.081511,1.362065536,Asia
KHM,Cambodia,2002,19528.39844,12.637727,5.917564869,2367.166667,1545.246106,1.394102684,Asia
KHM,Cambodia,2003,21099.88867,12.856163,6.022436142,2366.47584,1641.227532,1.480491387,Asia
KHM,Cambodia,2004,22463.17578,13.066469,6.08485651,2374.303917,1719.146602,1.554835705,Asia
KHM,Cambodia,2005,26334.41211,13.273354,6.283948421,2373.758019,1984.005859,1.765446539,Asia
KHM,Cambodia,2006,28047.47852,13.477709,6.49838829,2374.13517,2081.027162,1.817953308,Asia
KHM,Cambodia,2007,31562.11719,13.679962,6.708874226,2380.88657,2307.178718,1.975958289,Asia
KHM,Cambodia,2008,35212.96875,13.883834,6.953770161,2382.565146,2536.256826,2.125384578,Asia
KHM,Cambodia,2009,33392.41016,14.093604,7.187595844,2389.084697,2369.330808,1.944610251,Asia
KHM,Cambodia,2010,35353.07422,14.312212,7.587648869,2390.162001,2470.133493,1.949362568,Asia
KHM,Cambodia,2011,38638.9375,14.541423,7.82937336,2408.062127,2657.163436,2.049417708,Asia
KHM,Cambodia,2012,42552.61328,14.780454,7.788944721,2414.252222,2878.97877,2.262897982,Asia
KHM,Cambodia,2013,46613.63672,15.026332,7.711942673,2423.970821,3102.130095,2.493571393,Asia
KHM,Cambodia,2014,48443.00781,15.274503,7.843570232,2442.805337,3171.494864,2.528299103,Asia
KHM,Cambodia,2015,54033,15.521436,7.986384869,2458.309132,3481.185633,2.752151589,Asia
KHM,Cambodia,2016,58049.17578,15.766292,8.316205025,2467.990052,3681.853398,2.828312971,Asia
KHM,Cambodia,2017,63252.04688,16.009409,8.455260277,2474.911893,3950.929536,3.022649989,Asia
KHM,Cambodia,2018,69345.9375,16.249792,8.585101128,2474.911893,4267.496932,3.263742342,Asia
KHM,Cambodia,2019,74190.30469,16.486542,8.731463432,2474.911893,4500.052509,3.433210029,Asia
KOR,Republic of Korea,1953,23377.11719,21.03086085,6.136804104,2484.486773,1111.562544,1.53324658,Asia
KOR,Republic of Korea,1954,24239.87891,21.22895389,6.140399933,2520.635207,1141.831059,1.566115507,Asia
KOR,Republic of Korea,1955,26067.60352,21.52153939,6.17007494,2557.309588,1211.233223,1.652065877,Asia
KOR,Republic of Korea,1956,26725.48828,22.00025853,6.251142979,2594.517569,1214.780647,1.647819357,Asia
KOR,Republic of Korea,1957,29133.875,22.57976696,6.358147621,2632.266913,1290.264645,1.740755278,Asia
KOR,Republic of Korea,1958,30192.63086,23.22093519,6.47939682,2670.565498,1300.233199,1.744870278,Asia
KOR,Republic of Korea,1959,30771.86328,23.94760395,6.621012211,2709.421313,1284.966268,1.715350457,Asia
KOR,Republic of Korea,1960,31086.30664,24.74930137,6.77946806,2748.842468,1256.047844,1.668106044,Asia
KOR,Republic of Korea,1961,33341.09375,25.57783746,7.053734303,2788.837187,1303.514959,1.694874654,Asia
KOR,Republic of Korea,1962,33626.48438,26.38316899,7.324624062,2829.413815,1274.543039,1.622555853,Asia
KOR,Republic of Korea,1963,37478.60938,27.17306509,7.59417963,2870.580819,1379.255864,1.71922542,Asia
KOR,Republic of Korea,1964,40844.25,27.94466305,7.729735851,2779.930899,1461.611826,1.900781831,Asia
KOR,Republic of Korea,1965,42991.73828,28.66465024,8.145442963,2900.79746,1499.817299,1.819503486,Asia
KOR,Republic of Korea,1966,48848.26563,29.39462359,8.359321594,2882.667476,1661.80953,2.027139177,Asia
KOR,Republic of Korea,1967,51529.37109,30.08864635,8.659553528,2918.927444,1712.585222,2.038618876,Asia
KOR,Republic of Korea,1968,57575.17188,30.79465137,9.098355293,2973.317396,1869.648439,2.128291346,Asia
KOR,Republic of Korea,1969,65536.25781,31.49966025,9.323279381,3039.794005,2080.538561,2.31243102,Asia
KOR,Republic of Korea,1970,71178.03906,32.195681,9.656647682,2918.927444,2210.794642,2.52520321,Asia
KOR,Republic of Korea,1971,83963.07813,32.85072,9.991244316,2913.085127,2555.897652,2.884799253,Asia
KOR,Republic of Korea,1972,94770.38281,33.506523,10.43693447,2907.230374,2828.415912,3.123346959,Asia
KOR,Republic of Korea,1973,115939.5234,34.154087,11.02875996,2901.447749,3394.601748,3.623181354,Asia
KOR,Republic of Korea,1974,138091.1406,34.780882,11.51365089,2895.647714,3970.317389,4.141970826,Asia
KOR,Republic of Korea,1975,159264.6875,35.378661,11.78826332,2889.852653,4501.716091,4.675132951,Asia
KOR,Republic of Korea,1976,173542.75,35.942029,12.50926304,2884.037695,4828.407155,4.810318337,Asia
KOR,Republic of Korea,1977,189439.0469,36.475413,12.89686298,2878.314761,5193.609374,5.103253348,Asia
KOR,Republic of Korea,1978,207226.3438,36.992188,13.47648335,2872.532136,5601.89475,5.35307699,Asia
KOR,Republic of Korea,1979,218002.1875,37.511315,13.66903591,2866.856458,5811.638102,5.563101943,Asia
KOR,Republic of Korea,1980,205997.4688,38.045607,13.73045826,2860.942014,5414.487637,5.24406174,Asia
KOR,Republic of Korea,1981,219423.875,38.602289,14.05667686,2876.92493,5684.21927,5.425911294,Asia
KOR,Republic of Korea,1982,235264.9063,39.175212,14.40316486,2889.91105,6005.453302,5.65216384,Asia
KOR,Republic of Korea,1983,264715.5313,39.747794,14.52602196,2907.89183,6659.879823,6.266924738,Asia
KOR,Republic of Korea,1984,290810.25,40.296228,14.46946335,2903.896101,7216.810715,6.921117336,Asia
KOR,Republic of Korea,1985,305082.3125,40.804402,15.05228519,2878.922795,7476.700982,7.040193129,Asia
KOR,Republic of Korea,1986,359630.2813,41.265113,15.61017227,2907.89183,8715.116841,7.922647062,Asia
KOR,Republic of Korea,1987,417624.75,41.68656,16.47004318,2876.92493,10018.21091,8.813795327,Asia
KOR,Republic of Korea,1988,475555.6875,42.086662,16.98485184,2830.974046,11299.43942,9.890169381,Asia
KOR,Republic of Korea,1989,526183.5625,42.491198,17.67476654,2728.084022,12383.35437,10.91254001,Asia
KOR,Republic of Korea,1990,593101.8125,42.918419,18.2060833,2674.14168,13819.2838,12.18227258,Asia
KOR,Republic of Korea,1991,674589.0625,43.373151,18.78565788,2658.158764,15553.14859,13.50927275,Asia
KOR,Republic of Korea,1992,729249.875,43.848218,19.15802383,2636.182254,16631.23174,14.43943573,Asia
KOR,Republic of Korea,1993,800354.3125,44.335028,19.4017601,2653.164102,18052.41473,15.54809002,Asia
KOR,Republic of Korea,1994,903958.75,44.820073,20.03749275,2637.181186,20168.61396,17.10666166,Asia
KOR,Republic of Korea,1995,1015576.5,45.292522,20.61783981,2645.172644,22422.60875,18.62153421,Asia
KOR,Republic of Korea,1996,1136406.375,45.751022,21.07254791,2634.184389,24838.92873,20.47247925,Asia
KOR,Republic of Korea,1997,1116091.125,46.196054,21.44380188,2579.243114,24159.88008,20.17927639,Asia
KOR,Republic of Korea,1998,982705.8125,46.620691,20.19291115,2485.343481,21078.74833,19.58114902,Asia
KOR,Republic of Korea,1999,1092839.625,47.016957,20.57838631,2492.336007,23243.52095,21.30779579,Asia
KOR,Republic of Korea,2000,1176636.375,47.379241,21.44112396,2509.317856,24834.42854,21.86950965,Asia
KOR,Republic of Korea,2001,1212755,47.706224,21.84538651,2496.331736,25421.31609,22.23878432,Asia
KOR,Republic of Korea,2002,1308658.75,47.999547,22.45761108,2461.369107,27263.98126,23.67478869,Asia
KOR,Republic of Korea,2003,1361777.5,48.260897,22.43303871,2421.411816,28216.99522,25.06971467,Asia
KOR,Republic of Korea,2004,1449575.5,48.493441,22.8754921,2389.445984,29892.19717,26.51997911,Asia
KOR,Republic of Korea,2005,1562740.5,48.701073,23.0755043,2348.489761,32088.42031,28.83679535,Asia
KOR,Republic of Korea,2006,1618417.375,48.880451,23.39988518,2343.495099,33109.70627,29.51295912,Asia
KOR,Republic of Korea,2007,1716586.625,49.03481,23.73085403,2303.537809,35007.51048,31.40197847,Asia
KOR,Republic of Korea,2008,1721251.75,49.182456,23.83654976,2216.630701,34997.27118,32.57674268,Asia
KOR,Republic of Korea,2009,1659645.375,49.347461,23.70653343,2167.461499,33631.8291,32.29950419,Asia
KOR,Republic of Korea,2010,1780067.625,49.545636,24.02872086,2153.413248,35927.83883,34.4015863,Asia
KOR,Republic of Korea,2011,1784289.875,49.786159,24.45239067,2126.319817,35839.07477,34.31748863,Asia
KOR,Republic of Korea,2012,1790975.75,50.060639,24.88549805,2110.264663,35776.12643,34.10408814,Asia
KOR,Republic of Korea,2013,1751297,50.345717,25.25759315,2100.230124,34785.42177,33.01421361,Asia
KOR,Republic of Korea,2014,1834123.375,50.607907,25.82621765,2070.312296,36241.83421,34.30298216,Asia
KOR,Republic of Korea,2015,1943938.625,50.823093,26.07925224,2077.293101,38249.12083,35.88307356,Asia
KOR,Republic of Korea,2016,1999304,50.983457,26.28816605,2062.334165,39214.75941,36.87733335,Asia
KOR,Republic of Korea,2017,2088576.875,51.096415,26.55354881,2012.471293,40875.21355,39.08392755,Asia
KOR,Republic of Korea,2018,2118144.75,51.171706,26.58141327,1987.539723,41392.88907,40.09237196,Asia
KOR,Republic of Korea,2019,2162705.25,51.225308,26.79853439,1979.526258,42219.46796,40.76852739,Asia
LKA,Sri Lanka,1970,41317.61719,12.48574,3.79211235,1895.514673,3309.184493,5.748134493,Asia
LKA,Sri Lanka,1971,41160.32813,12.747821,3.910505533,1895.164135,3228.81284,5.553913283,Asia
LKA,Sri Lanka,1972,42424.69531,13.002231,4.003754139,1894.924189,3262.878141,5.591901228,Asia
LKA,Sri Lanka,1973,44971.26563,13.252036,4.077305317,1894.806149,3393.536331,5.820993188,Asia
LKA,Sri Lanka,1974,47482.48438,13.501935,4.158177853,1894.736087,3516.717002,6.026728764,Asia
LKA,Sri Lanka,1975,46259.73047,13.755146,4.22755003,1894.653746,3363.085384,5.775432192,Asia
LKA,Sri Lanka,1976,43018.98438,14.012899,4.298401833,1894.200853,3069.956072,5.283565704,Asia
LKA,Sri Lanka,1977,41738.26953,14.273495,4.359209538,1949.333519,2924.180065,4.911798516,Asia
LKA,Sri Lanka,1978,41922.74609,14.53369,4.405646324,1953.115193,2884.521831,4.872055584,Asia
LKA,Sri Lanka,1979,38434.23438,14.788862,4.437107563,1956.951313,2598.863548,4.42627361,Asia
LKA,Sri Lanka,1980,38546.94141,15.035834,4.466649055,1960.851089,2563.671653,4.401122722,Asia
LKA,Sri Lanka,1981,41601.07422,15.272831,4.527864933,1968.473709,2723.86136,4.667469225,Asia
LKA,Sri Lanka,1982,41292.34375,15.501207,4.621613503,1972.961802,2663.814744,4.528529838,Asia
LKA,Sri Lanka,1983,42063.40625,15.724651,4.714650154,1986.351167,2674.997763,4.491577905,Asia
LKA,Sri Lanka,1984,43158.90625,15.948487,4.80855608,1966.267125,2706.144241,4.564710369,Asia
LKA,Sri Lanka,1985,46427.99609,16.17628,4.904414177,1893.413245,2870.128119,4.999739641,Asia
LKA,Sri Lanka,1986,50036.88281,16.408859,4.935110092,1956.422005,3049.382216,5.182399181,Asia
LKA,Sri Lanka,1987,52463.75,16.643952,4.965426922,1962.99566,3152.120963,5.382492036,Asia
LKA,Sri Lanka,1988,53774.94531,16.878189,4.994349957,1969.518014,3186.061331,5.466898991,Asia
LKA,Sri Lanka,1989,55963.78516,17.106753,5.020471096,1976.123738,3271.444041,5.640900959,Asia
LKA,Sri Lanka,1990,58180.05859,17.325773,5.042705536,1982.901631,3358.006514,5.818477719,Asia
LKA,Sri Lanka,1991,59515.55078,17.535729,5.011731625,1998.108438,3393.959315,5.943244492,Asia
LKA,Sri Lanka,1992,64171.5625,17.736821,4.9577775,2001.62642,3617.985574,6.466548764,Asia
LKA,Sri Lanka,1993,69548.46875,17.924823,5.196573734,2017.428409,3880.008676,6.63395233,Asia
LKA,Sri Lanka,1994,74938.92969,18.094477,5.27650547,1961.767766,4141.536099,7.239582124,Asia
LKA,Sri Lanka,1995,76680.84375,18.242912,5.352440834,1943.484565,4203.32257,7.371466765,Asia
LKA,Sri Lanka,1996,80639.07031,18.367288,5.532288074,1936.948724,4390.363472,7.525278928,Asia
LKA,Sri Lanka,1997,84300.70313,18.4709,5.603227615,1894.859849,4563.973771,7.939914738,Asia
LKA,Sri Lanka,1998,90854.82813,18.564599,6.043851852,1910.487775,4893.982796,7.868463559,Asia
LKA,Sri Lanka,1999,90957.80469,18.663284,6.076824188,1932.793717,4873.622707,7.744221978,Asia
LKA,Sri Lanka,2000,92246.32813,18.777601,6.304629803,2000.739618,4912.572598,7.313056443,Asia
LKA,Sri Lanka,2001,92284.76563,18.91173,6.230692863,1975.660289,4879.763281,7.496894503,Asia
LKA,Sri Lanka,2002,98517.82813,19.062482,6.513452053,1812.201584,5168.153241,8.346359805,Asia
LKA,Sri Lanka,2003,106713.8594,19.224037,7.007031441,1733.871344,5551.063982,8.783546232,Asia
LKA,Sri Lanka,2004,110706.0391,19.387153,7.38770771,1856.297648,5710.278299,8.072610409,Asia
LKA,Sri Lanka,2005,113822.3828,19.544988,7.511601925,1887.692569,5823.609757,8.027195538,Asia
LKA,Sri Lanka,2006,126608.5625,19.695972,7.098953724,1835.429594,6428.144927,9.716973157,Asia
LKA,Sri Lanka,2007,139144.9375,19.842044,7.036007404,1861.29798,7012.631234,10.62490893,Asia
LKA,Sri Lanka,2008,150561.625,19.983984,7.641491413,1823.991013,7534.114569,10.80223124,Asia
LKA,Sri Lanka,2009,168007.5469,20.123508,7.595530987,1810.628696,8348.82004,12.21634395,Asia
LKA,Sri Lanka,2010,186457.375,20.261737,7.700440884,1872.336105,9202.437827,12.93243078,Asia
LKA,Sri Lanka,2011,209999.9688,20.398497,7.592000008,1993.679283,10294.87461,13.87419309,Asia
LKA,Sri Lanka,2012,233040.3594,20.5326,7.488999844,2052.953278,11349.7735,15.15752364,Asia
LKA,Sri Lanka,2013,240199.0938,20.663046,7.681000233,1896.660343,11624.57334,16.48784981,Asia
LKA,Sri Lanka,2014,243904.375,20.788511,7.700000286,1926.355116,11732.65247,16.44343321,Asia
LKA,Sri Lanka,2015,251837.9844,20.908027,7.831000328,1924.01247,12045.03822,16.7146047,Asia
LKA,Sri Lanka,2016,263961.75,21.021171,7.948000431,1922.44899,12556.94795,17.27540715,Asia
LKA,Sri Lanka,2017,269025.3438,21.128032,8.208000183,1922.513181,12733.09998,17.04851325,Asia
LKA,Sri Lanka,2018,275685.1563,21.228763,8.015000343,1922.513181,12986.39757,17.89124289,Asia
LKA,Sri Lanka,2019,283395,21.323733,8.180496216,1922.513181,13290.12139,18.01951964,Asia
LTU,Lithuania,1995,34435.32813,3.626612,1.483366728,1729.355844,9495.178454,13.42367183,Europe
LTU,Lithuania,1996,35793.07031,3.603756,1.499137998,1727.040206,9932.156981,13.82467382,Europe
LTU,Lithuania,1997,37318.3125,3.57991,1.509386182,1732.693955,10424.3717,14.26920467,Europe
LTU,Lithuania,1998,38528.21484,3.555141,1.498062372,1779.593817,10837.32399,14.452005,Europe
LTU,Lithuania,1999,39737.48438,3.529181,1.464729071,1726.013863,11259.6901,15.71805447,Europe
LTU,Lithuania,2000,42412.74609,3.501839,1.401248336,1846.22746,12111.56369,16.39442074,Europe
LTU,Lithuania,2001,45366.33594,3.473625,1.348173261,1831.2194,13060.22842,18.37585751,Europe
LTU,Lithuania,2002,46322.52344,3.444763,1.396500587,1802.171107,13447.23089,18.4058155,Europe
LTU,Lithuania,2003,51015.46094,3.414365,1.426514149,1785.88633,14941.41984,20.02497204,Europe
LTU,Lithuania,2004,51513.88672,3.381131,1.41294086,1878.556131,15235.69679,19.4077933,Europe
LTU,Lithuania,2005,58152.4375,3.344268,1.431178093,1878.97193,17388.68939,21.6248922,Europe
LTU,Lithuania,2006,61805.03516,3.303335,1.431899905,1874.210244,18709.8902,23.02994444,Europe
LTU,Lithuania,2007,67008.10938,3.25898,1.45870626,1903.756729,20561.068,24.12948576,Europe
LTU,Lithuania,2008,70758.92188,3.212865,1.433779478,1933.571514,22023.62125,25.52340477,Europe
LTU,Lithuania,2009,60991.71094,3.167265,1.319391251,1862.943692,19256.90176,24.81404058,Europe
LTU,Lithuania,2010,65531.74219,3.123816,1.259915948,1921.489345,20978.10568,27.06899677,Europe
LTU,Lithuania,2011,72970.46875,3.083403,1.27904439,1896.046499,23665.56326,30.08933124,Europe
LTU,Lithuania,2012,77256.60938,3.045561,1.304592967,1893.820769,25366.95518,31.26955753,Europe
LTU,Lithuania,2013,77322.85938,3.008934,1.319800854,1877.092735,25697.75853,31.21143754,Europe
LTU,Lithuania,2014,79913.27344,2.971497,1.341530681,1868.487817,26893.27078,31.88071411,Europe
LTU,Lithuania,2015,79636.4375,2.93188,1.354883075,1894.895365,27162.24317,31.0187843,Europe
LTU,Lithuania,2016,81158.29688,2.889557,1.383092284,1918.818023,28086.76101,30.58073906,Europe
LTU,Lithuania,2017,84886.65625,2.845414,1.371194243,1876.430549,29832.7963,32.99194736,Europe
LTU,Lithuania,2018,86619.15625,2.801264,1.381584406,1884.499493,30921.45412,33.26905779,Europe
LTU,Lithuania,2019,89642.17969,2.759627,1.379528642,1886.084474,32483.44058,34.45248453,Europe
LUX,Luxembourg,1970,8027.518066,0.339668,0.141585916,1845.833713,23633.4246,30.71628313,Europe
LUX,Luxembourg,1971,7745.147461,0.342226,0.145843849,1842.322495,22631.67457,28.82543831,Europe
LUX,Luxembourg,1972,8317.774414,0.345103,0.149203777,1821.740301,24102.2953,30.60136885,Europe
LUX,Luxembourg,1973,9272.179688,0.348173,0.151682019,1792.479635,26630.95555,34.10307244,Europe
LUX,Luxembourg,1974,9888.570313,0.351189,0.15520367,1768.980803,28157.40331,36.01707156,Europe
LUX,Luxembourg,1975,8540.199219,0.353983,0.156628236,1741.352811,24126.01514,31.3120263,Europe
LUX,Luxembourg,1976,9103.484375,0.356564,0.156783387,1757.820365,25531.13712,33.03186669,Europe
LUX,Luxembourg,1977,9200.412109,0.358968,0.157434449,1732.717231,25630.17347,33.7271636,Europe
LUX,Luxembourg,1978,9721.507813,0.361073,0.15716897,1715.116731,26923.94007,36.06393739,Europe
LUX,Luxembourg,1979,10087.92188,0.362789,0.158329919,1698.506778,27806.58144,37.51210509,Europe
LUX,Luxembourg,1980,10235.34863,0.364038,0.159373522,1682.29918,28116.15445,38.17536843,Europe
LUX,Luxembourg,1981,9843.388672,0.364781,0.159764886,1658.049802,26984.37877,37.1591464,Europe
