countrycode,country,year,rgdpo,pop,emp,avh,rgdpo/pop,rgdpo/(avh*emp),continent
CHE,Switzerland,2011,557177,7.906992,4.5093894,1619.316913,70466.36698,76.30334712,Europe
CHE,Switzerland,2012,575031.5625,8.008012,4.597781658,1603.231369,71807.03057,78.00943598,Europe
CHE,Switzerland,2013,573934.1875,8.108878,4.660590172,1582.892371,70778.4958,77.79824392,Europe
CHE,Switzerland,2014,588873.625,8.206002,4.746589661,1575.321497,71761.33091,78.75374494,Europe
CHE,Switzerland,2015,592828.6875,8.296775,4.816497326,1589.475082,71452.9064,77.43622337,Europe
CHE,Switzerland,2016,603778.375,8.379917,4.878805637,1590.226662,72050.63905,77.82246925,Europe
CHE,Switzerland,2017,622558.4375,8.455804,4.921966553,1569.530866,73624.98439,80.58822762,Europe
CHE,Switzerland,2018,636190.75,8.525611,4.971501827,1561.182797,74621.13273,81.96831168,Europe
CHE,Switzerland,2019,646919.625,8.591365,5.01120472,1556.882844,75298.81748,82.91865482,Europe
CHL,Chile,1951,29655.85547,6.528592737,2.097860575,2527.87953,4542.457565,5.592132615,Americas
CHL,Chile,1952,32103.27734,6.659840254,2.120328188,2514.314409,4820.427536,6.021805161,Americas
CHL,Chile,1953,32862.05859,6.780091306,2.143036604,2500.822081,4846.846025,6.131720939,Americas
CHL,Chile,1954,35171.70313,6.904737159,2.165988207,2487.402155,5093.851122,6.528167737,Americas
CHL,Chile,1955,34339.51172,7.041671129,2.189809561,2474.054243,4876.613958,6.33838406,Americas
CHL,Chile,1956,33811.12891,7.193687146,2.215863466,2460.777959,4700.111114,6.200750344,Americas
CHL,Chile,1957,37346.98438,7.360332086,2.242227793,2447.572919,5074.089585,6.805188655,Americas
CHL,Chile,1958,38843.94531,7.539271614,2.26890564,2434.438739,5152.214604,7.032472606,Americas
CHL,Chile,1959,38530.98438,7.727298513,2.29590106,2421.37504,4986.346044,6.930983652,Americas
CHL,Chile,1960,41016.30469,7.921014853,2.324033737,2408.381443,5178.16283,7.328056853,Americas
CHL,Chile,1961,39635.39453,8.117297566,2.3596313,2389.305155,4882.831289,7.03019574,Americas
CHL,Chile,1962,49531.24609,8.313558369,2.395774364,2370.228866,5957.887573,8.722541764,Americas
CHL,Chile,1963,51372.32031,8.507884683,2.432470798,2327.307216,6038.201296,9.074607093,Americas
CHL,Chile,1964,53070.22656,8.699060044,2.469728947,2322.538144,6100.685165,9.252067538,Americas
CHL,Chile,1965,51222.625,8.886530746,2.509014606,2336.845361,5764.07447,8.736322692,Americas
CHL,Chile,1966,57311.67969,9.070323678,2.549993277,2355.921649,6318.592558,9.539887614,Americas
CHL,Chile,1967,60615.26563,9.250930801,2.591640711,2179.465979,6552.342346,10.73141833,Americas
CHL,Chile,1968,62126.15625,9.429198612,2.636072397,2260.540206,6588.699508,10.42569259,Americas
CHL,Chile,1969,66418.8125,9.606200664,2.675562382,2289.154639,6914.160429,10.84428428,Americas
CHL,Chile,1970,66720.61719,9.783134,2.692786455,2160.389691,6819.96354,11.46901299,Americas
CHL,Chile,1971,75620.67969,9.942727,2.79638195,2255.771134,7605.62768,11.98806396,Americas
CHL,Chile,1972,75721.4375,10.103674,2.906124115,2270.078351,7494.445832,11.47793722,Americas
CHL,Chile,1973,73727.01563,10.265829,2.939574003,2246.23299,7181.788789,11.16573857,Americas
CHL,Chile,1974,70171.53906,10.428798,2.856506348,2227.156701,6728.631532,11.02998784,Americas
CHL,Chile,1975,59512.18359,10.592307,2.748097181,2270.078351,5618.434548,9.539661219,Americas
CHL,Chile,1976,61981.02734,10.756878,2.789627075,2284.385567,5761.99036,9.726200395,Americas
CHL,Chile,1977,67581.85156,10.922779,2.911798477,2255.771134,6187.239672,10.28901349,Americas
CHL,Chile,1978,72787.49219,11.089165,2.93563056,2279.616495,6563.838863,10.87661023,Americas
CHL,Chile,1979,78645.03125,11.254877,2.990487099,2303.461856,6987.640225,11.41690353,Americas
CHL,Chile,1980,83430.4375,11.419348,3.161922455,2317.769072,7306.059637,11.38421641,Americas
CHL,Chile,1981,87577.60938,11.582014,3.222627163,2360.690722,7561.518176,11.51181839,Americas
CHL,Chile,1982,76576.39063,11.743911,3.00059247,2308.230928,6520.518644,11.05626963,Americas
CHL,Chile,1983,74122.42188,11.90796,3.197053432,2265.309278,6224.611258,10.23463131,Americas
CHL,Chile,1984,76596.50781,12.078135,3.339097977,2298.692784,6341.749601,9.979272339,Americas
CHL,Chile,1985,76710.71094,12.257236,3.542331457,2298.692784,6258.402052,9.420758687,Americas
CHL,Chile,1986,80568.07813,12.445823,3.729358435,2332.076289,6473.50345,9.263735035,Americas
CHL,Chile,1987,86681.3125,12.642924,3.872205734,2351.152577,6856.112755,9.521080595,Americas
CHL,Chile,1988,95079.22656,12.847708,4.019821167,2360.690722,7400.481593,10.01935615,Americas
CHL,Chile,1989,103906.8594,13.058758,4.203723431,2370.228866,7956.871501,10.42845088,Americas
CHL,Chile,1990,106364.0547,13.274623,4.322589397,2408.381443,8012.58572,10.21705258,Americas
CHL,Chile,1991,114799.0625,13.495258,4.416958332,2370.228866,8506.622289,10.96540701,Americas
CHL,Chile,1992,128572.3047,13.719819,4.621666431,2365.459794,9371.282864,11.76070242,Americas
CHL,Chile,1993,137047.5469,13.944937,4.69417429,2370.228866,9827.763788,12.31747736,Americas
CHL,Chile,1994,149368.6875,14.16634,4.731424809,2351.152577,10543.91519,13.42724177,Americas
CHL,Chile,1995,171111.1094,14.380866,4.920063019,2313,11898.5261,15.03598586,Americas
CHL,Chile,1996,179190.25,14.58737,5.114425182,2313,12283.93124,15.14753319,Americas
CHL,Chile,1997,182729.5938,14.78622,5.26570034,2256,12358.10057,15.38202995,Americas
CHL,Chile,1998,180734.6719,14.977733,5.385845184,2299,12066.89102,14.59649686,Americas
CHL,Chile,1999,172964.4844,15.1628,5.366337776,2277,11407.15992,14.15519644,Americas
CHL,Chile,2000,179409.2813,15.342353,5.536605358,2263,11693.72659,14.319135,Americas
CHL,Chile,2001,178616.7344,15.516113,5.619427204,2242,11511.69332,14.17733126,Americas
CHL,Chile,2002,180072.9531,15.684409,5.736023903,2250,11481.01616,13.9525959,Americas
CHL,Chile,2003,188146.7813,15.849652,5.895637512,2235,11870.72002,14.27869418,Americas
CHL,Chile,2004,209904.7969,16.014971,6.012093067,2232,13106.78595,15.64236726,Americas
CHL,Chile,2005,235796.3438,16.182721,6.230428219,2157,14570.87122,17.54563234,Americas
CHL,Chile,2006,275647.75,16.354504,6.450592518,2165,16854.54661,19.73771813,Americas
CHL,Chile,2007,299289.8438,16.530195,6.631198883,2128,18105.64508,21.20939608,Americas
CHL,Chile,2008,290851.0313,16.708258,6.721412659,2095,17407.6215,20.65503908,Americas
CHL,Chile,2009,296428.0313,16.886186,6.747425079,2074,17554.46915,21.18226742,Americas
CHL,Chile,2010,342195.9375,17.062536,6.889198303,2070,20055.39725,23.99583229,Americas
CHL,Chile,2011,379498.5938,17.233576,7.12135458,2047,22020.88491,26.03332967,Americas
CHL,Chile,2012,401287.875,17.400347,7.378933907,2024,23062.06164,26.8690251,Americas
CHL,Chile,2013,415074.375,17.571507,7.545858383,2015,23622.01347,27.29871609,Americas
CHL,Chile,2014,421631.7813,17.758959,7.629834175,1990,23741.91985,27.76931478,Americas
CHL,Chile,2015,417152.1563,17.969353,7.760435104,1988,23214.6453,27.03908812,Americas
CHL,Chile,2016,411637.2188,18.209068,7.844314098,1974,22606.16627,26.58352154,Americas
CHL,Chile,2017,422309.0313,18.470439,7.928067684,1954,22864.04948,27.26079146,Americas
CHL,Chile,2018,436137.2188,18.72916,7.993834972,1940.6,23286.53387,28.11460229,Americas
CHL,Chile,2019,440683.3438,18.952038,8.100071907,1914.4,23252.55699,28.41875685,Americas
CHN,China,1970,1069680.5,827.601394,360.9563904,1976.311986,1292.506885,1.499490917,Asia
CHN,China,1971,1173451.125,848.75971,375.9302979,1975.793683,1382.548101,1.579850836,Asia
CHN,China,1972,1139618.25,869.485964,386.5722046,1975.507696,1310.680445,1.492279062,Asia
CHN,China,1973,1242443.125,889.485372,395.4431458,1975.364796,1396.811195,1.59054205,Asia
CHN,China,1974,1264736.375,908.464198,407.2581177,1975.189702,1392.16975,1.572249434,Asia
CHN,China,1975,1323576,926.240885,419.7919312,1974.897441,1428.976006,1.596504878,Asia
CHN,China,1976,1272720.75,942.685411,431.8581543,1974.207479,1350.101248,1.492791686,Asia
CHN,China,1977,1364091,957.891272,442.6376343,1973.435254,1424.056195,1.56160836,Asia
CHN,China,1978,1573643.875,972.205442,454.2028503,1972.727437,1618.633066,1.756262853,Asia
CHN,China,1979,1653973.375,986.132202,467.5601196,1972.103818,1677.232902,1.793747378,Asia
CHN,China,1980,1678407.5,1000.089235,484.6688538,1971.496739,1678.257741,1.756532691,Asia
CHN,China,1981,1690707.875,1014.022212,504.651825,1971.10162,1667.328245,1.699682146,Asia
CHN,China,1982,1811746.875,1027.948987,529.5593262,1970.706253,1762.487145,1.736045108,Asia
CHN,China,1983,1951130,1042.431412,543.1723022,1970.192731,1871.710673,1.823223366,Asia
CHN,China,1984,2217259.75,1058.171976,557.9721069,1969.722907,2095.36805,2.017432202,Asia
CHN,China,1985,2513141.5,1075.589361,573.3280029,1969.390464,2336.525063,2.22577857,Asia
CHN,China,1986,2591463,1095.014109,587.2228394,1970.441599,2366.602383,2.239641501,Asia
CHN,China,1987,2727283.75,1116.095476,599.6497192,1971.463312,2443.593589,2.306980856,Asia
CHN,China,1988,2899746.5,1137.724227,617.74646,1972.676385,2548.725281,2.379544998,Asia
CHN,China,1989,2904513.25,1158.357397,641.0508423,1973.987278,2507.441363,2.295284572,Asia
CHN,China,1990,2856361.25,1176.883674,660.4765015,1975.353993,2427.054868,2.189327979,Asia
CHN,China,1991,3006093.75,1192.897284,675.503479,1976.888063,2519.993792,2.251089963,Asia
CHN,China,1992,3285450.5,1206.711244,682.7409668,1978.422854,2722.648452,2.432315152,Asia
CHN,China,1993,3587539.75,1218.817055,688.5791626,1981.645295,2943.460411,2.629159448,Asia
CHN,China,1994,3854175,1230.020031,693.9137573,1989.29893,3133.424581,2.792067306,Asia
CHN,China,1995,4257891,1240.920535,699.2023926,2001.833933,3431.235828,3.042030661,Asia
CHN,China,1996,4580774.5,1251.636186,705.6328125,2017.264682,3659.829071,3.218083142,Asia
CHN,China,1997,4742227.5,1261.996012,713.3764038,2037.363859,3757.719878,3.262834506,Asia
CHN,China,1998,4759017.5,1271.98235,721.1416016,2062.052304,3741.417874,3.200347038,Asia
CHN,China,1999,5037556.5,1281.514832,728.7011108,2082.06654,3930.938897,3.320289054,Asia
CHN,China,2000,5420106.5,1290.550765,735.7231445,2090.475311,4199.839826,3.5241011,Asia
CHN,China,2001,5898086,1299.129752,742.6759644,2103.515176,4540.028424,3.775427042,Asia
CHN,China,2002,6458509,1307.352257,748.6954346,2118.201376,4940.144453,4.072488236,Asia
CHN,China,2003,7056661.5,1315.303521,753.550415,2138.082277,5365.04418,4.379883495,Asia
CHN,China,2004,7876309.5,1323.084641,758.6143188,2167.895946,5952.989896,4.789203646,Asia
CHN,China,2005,8767904,1330.77638,763.2120361,2192.354587,6588.562986,5.240102448,Asia
CHN,China,2006,9562662,1338.408647,767.2093506,2183.058315,7144.799924,5.709519773,Asia
CHN,China,2007,10522240,1345.993888,771.0383911,2152.650214,7817.45006,6.339554414,Asia
CHN,China,2008,11210087,1353.569484,774.4563599,2131.592687,8281.870368,6.790594712,Asia
CHN,China,2009,12166251,1361.169419,777.6272583,2138.851737,8938.087229,7.314836371,Asia
CHN,China,2010,13847619,1368.810615,781.0355225,2172.710183,10116.53391,8.160232252,Asia
CHN,China,2011,14969009,1376.497639,784.7133179,2178.809117,10874.70736,8.755134905,Asia
CHN,China,2012,15920895,1384.206401,788.2928467,2184.292876,11501.82154,9.246322207,Asia
CHN,China,2013,16563043,1391.88333,791.6427612,2178.325015,11899.73516,9.604797336,Asia
CHN,China,2014,17369238,1399.453965,794.6456299,2178.662478,12411.43934,10.03268815,Asia
CHN,China,2015,17985756,1406.84787,797.3352661,2170.459317,12784.4356,10.39288386,Asia
CHN,China,2016,18591710,1414.049351,798.5303345,2167.22769,13147.85088,10.74294561,Asia
CHN,China,2017,19687162,1421.021791,799.1860962,2168.918848,13854.22949,11.35773921,Asia
CHN,China,2018,19729128,1427.647786,799.3066406,2168.918848,13819.32448,11.38023333,Asia
CHN,China,2019,20257660,1433.783686,798.8077393,2168.918848,14128.8119,11.69240126,Asia
COL,Colombia,1950,40504.57422,11.61892314,3.345374107,2323,3486.086768,5.212069165,Americas
COL,Colombia,1951,41120.39453,11.99314382,3.408783913,2312.280108,3428.658504,5.216958215,Americas
COL,Colombia,1952,43874.55859,12.37982201,3.473395586,2301.609684,3544.037915,5.488160907,Americas
COL,Colombia,1953,47642.88281,12.77960775,3.539232016,2290.988501,3728.039526,5.875787608,Americas
COL,Colombia,1954,52188.1875,13.19296178,3.606316328,2280.416332,3955.759775,6.345915037,Americas
COL,Colombia,1955,54171.10547,13.62036684,3.677932739,2269.892949,3977.213398,6.488712616,Americas
COL,Colombia,1956,55389.95703,14.06232,3.756705523,2259.418129,3938.891805,6.525702426,Americas
COL,Colombia,1957,55240.97266,14.52006684,3.837165117,2248.991646,3804.457187,6.40122344,Americas
COL,Colombia,1958,55161.28516,14.9934611,3.919347763,2238.613278,3679.022796,6.286971627,Americas
COL,Colombia,1959,58454.65234,15.48306293,4.00329113,2228.282803,3775.393319,6.552870705,Americas
COL,Colombia,1960,61971.19922,15.99025078,4.09365797,2218,3875.561433,6.825222354,Americas
COL,Colombia,1961,65937.42969,16.51487838,4.198895931,2213.152604,3992.607645,7.095541459,Americas
COL,Colombia,1962,69062.14063,17.04989586,4.306839466,2208.315802,4050.590173,7.261396828,Americas
COL,Colombia,1963,71111.8125,17.58728783,4.417557716,2203.489571,4043.364342,7.305475966,Americas
COL,Colombia,1964,77066.5625,18.13255083,4.531122684,2198.673888,4250.177662,7.735695176,Americas
COL,Colombia,1965,77275.75781,18.69003428,4.655162334,2193.868729,4134.596901,7.566548229,Americas
COL,Colombia,1966,81533.42969,19.24689829,4.816287518,2189.074072,4236.185407,7.733264225,Americas
COL,Colombia,1967,84639.5625,19.81051491,4.982989311,2184.289893,4272.456465,7.776303066,Americas
COL,Colombia,1968,90075.42188,20.36946473,5.155460358,2179.51617,4422.080946,8.016388524,Americas
COL,Colombia,1969,96192.74219,20.9182283,5.333902359,2174.75288,4598.512876,8.29253531,Americas
COL,Colombia,1970,103985.3203,21.480065,5.53469944,2170,4841.01516,8.658013496,Americas
COL,Colombia,1971,115132.6484,22.00398,5.717865467,2160.289949,5232.355621,9.320785576,Americas
COL,Colombia,1972,126566.8984,22.516425,5.907092571,2150.623347,5621.092089,9.962813595,Americas
COL,Colombia,1973,140358.2813,23.024517,6.102581978,2141,6096.035858,10.74255911,Americas
COL,Colombia,1974,151681.3281,23.538386,6.304542542,2131.297659,6443.998672,11.28845316,Americas
COL,Colombia,1975,160805.6406,24.065507,6.656195164,2121.639287,6681.996794,11.38685218,Americas
COL,Colombia,1976,171552.5469,24.608113,6.875525475,2112.024682,6971.381628,11.81387265,Americas
COL,Colombia,1977,179799.4219,25.164545,7.195661545,2102.453649,7144.950242,11.88477963,Americas
COL,Colombia,1978,193374.0469,25.733673,7.39992857,2092.925988,7514.436314,12.4858119,Americas
COL,Colombia,1979,200344.5,26.312994,7.618254662,2083.441504,7613.899809,12.62236187,Americas
COL,Colombia,1980,209897.5625,26.900506,7.781164169,2074,7802.736592,13.00630892,Americas
COL,Colombia,1981,211147.5625,27.496617,8.137970924,2063.223146,7679.037843,12.57545586,Americas
COL,Colombia,1982,212126.3438,28.101819,8.280908585,2052.50229,7548.491567,12.4805282,Americas
COL,Colombia,1983,211167.8125,28.71419,8.293473244,2041.837141,7354.127437,12.47010682,Americas
COL,Colombia,1984,215569.9219,29.331238,8.376859665,2031.227411,7349.499597,12.66917619,Americas
COL,Colombia,1985,215325.8125,29.951201,8.606322289,2020.67281,7189.22131,12.38176313,Americas
COL,Colombia,1986,229038.2031,30.572478,8.924141884,2010.173053,7491.646674,12.76756315,Americas
COL,Colombia,1987,231066.9688,31.195413,9.39193058,1999.727854,7407.081572,12.3030304,Americas
COL,Colombia,1988,238496.9844,31.822525,9.748680115,1989.336931,7494.596497,12.29783684,Americas
COL,Colombia,1989,244014.875,32.457499,10.22075462,1979,7517.981438,12.06389491,Americas
COL,Colombia,1990,252406.2656,33.102575,10.50545311,1969,7624.973756,12.2022418,Americas
COL,Colombia,1991,253754.4531,33.758337,11.19382763,1958.974477,7516.793648,11.57194284,Americas
COL,Colombia,1992,265916.8438,34.422569,11.3390913,1949,7725.072575,12.03249683,Americas
COL,Colombia,1993,283950.0625,35.091275,12.0534296,1961.956931,8091.756783,12.00720328,Americas
COL,Colombia,1994,299681.9063,35.758979,12.52074909,1975,8380.605784,12.11889743,Americas
COL,Colombia,1995,313140.1563,36.421438,13.09546471,1970.232767,8597.687885,12.13669147,Americas
COL,Colombia,1996,314393.75,37.076387,13.30018139,1965.477041,8479.622084,12.02675225,Americas
COL,Colombia,1997,322052.125,37.7238,13.57670212,1960.732795,8537.107211,12.09799684,Americas
COL,Colombia,1998,315010.9375,38.364309,13.59968853,1956,8211.041609,11.84207537,Americas
COL,Colombia,1999,298355.7813,38.999471,13.39802074,1956,7650.252006,11.38478835,Americas
COL,Colombia,2000,307550.6563,39.629968,14.23712254,1956,7760.557774,11.04397932,Americas
COL,Colombia,2001,309162.5625,40.255967,14.33366966,1956,7679.918917,11.02708333,Americas
COL,Colombia,2002,313160.9063,40.87536,14.68152714,2032.288624,7661.361423,10.49568826,Americas
COL,Colombia,2003,324433.0313,41.483869,15.2463007,2016.248737,7820.703302,10.55398506,Americas
COL,Colombia,2004,340381.875,42.075955,15.82906723,2004.256361,8089.700519,10.72896509,Americas
COL,Colombia,2005,363744.3438,42.647723,16.4764576,2013.928661,8529.044886,10.96196273,Americas
COL,Colombia,2006,398154.2813,43.200897,17.05718231,2037.660282,9216.342921,11.45545433,Americas
COL,Colombia,2007,438975.5,43.737516,17.97284317,2061.671549,10036.58964,11.84688083,Americas
COL,Colombia,2008,482274.7813,44.254975,18.25455475,2085.96576,10897.6399,12.665319,Americas
COL,Colombia,2009,491104.875,44.750054,18.4297657,2051.219176,10974.39737,12.99099343,Americas
COL,Colombia,2010,540688.4375,45.2227,18.89134407,2045.434612,11956.12906,13.99260659,Americas
COL,Colombia,2011,603951.5,45.662748,19.49769402,2029.695623,13226.35028,15.2611724,Americas
COL,Colombia,2012,630472.9375,46.075718,19.97618484,2016.916065,13683.40994,15.64826083,Americas
COL,Colombia,2013,643504.9375,46.495493,20.31895447,2011.754856,13840.15731,15.74256402,Americas
COL,Colombia,2014,661345.125,46.967696,20.39938164,2004.79306,14080.85091,16.17117598,Americas
COL,Colombia,2015,655635.125,47.520667,21.10435486,1997.032511,13796.8418,15.55625296,Americas
COL,Colombia,2016,653550.4375,48.175052,21.18678474,1989.17897,13566.15946,15.5074431,Americas
COL,Colombia,2017,656700.5625,48.909839,21.27792931,1974.231456,13426.7578,15.63291474,Americas
COL,Colombia,2018,684435.125,49.661048,21.39823151,1968.367262,13782.13212,16.24980951,Americas
COL,Colombia,2019,707659.625,50.339443,21.19960785,1968.367262,14057.75636,16.95861799,Americas
CRI,Costa Rica,1987,23636.14844,2.884851,0.967135429,2371.744632,8193.195571,10.30437106,Americas
CRI,Costa Rica,1988,24281.14258,2.960929,0.997787297,2351.56558,8200.514966,10.34842017,Americas
CRI,Costa Rica,1989,25842.61133,3.039013,1.062491417,2313.102772,8503.619869,10.51516366,Americas
CRI,Costa Rica,1990,26685.37891,3.119433,1.084857345,2363.539462,8554.560687,10.40729542,Americas
CRI,Costa Rica,1991,27175.13867,3.202085,1.106093287,2278.258794,8486.701219,10.78392744,Americas
CRI,Costa Rica,1992,30036.97461,3.28652,1.15737009,2364.548936,9139.446773,10.97578588,Americas
CRI,Costa Rica,1993,32134.13281,3.372298,1.19553268,2352.41834,9528.853266,11.42590413,Americas
CRI,Costa Rica,1994,33639.01563,3.458834,1.23558712,2376.106709,9725.536301,11.45787198,Americas
CRI,Costa Rica,1995,34974.8125,3.545534,1.266127944,2350.71301,9864.46964,11.75109102,Americas
CRI,Costa Rica,1996,34393.35938,3.632362,1.297572017,2392.572118,9468.593542,11.07842672,Americas
CRI,Costa Rica,1997,35942.79688,3.718949,1.350193977,2371.212283,9664.772729,11.22652289,Americas
CRI,Costa Rica,1998,39531.94531,3.803887,1.397445679,2362.283653,10392.51306,11.97515673,Americas
CRI,Costa Rica,1999,39908.70313,3.88543,1.436913133,2376.173399,10271.3736,11.68850512,Americas
CRI,Costa Rica,2000,41665.37891,3.962372,1.494476557,2367.584394,10515.26179,11.77553805,Americas
CRI,Costa Rica,2001,43516.48828,4.034074,1.525488138,2335.043294,10787.23104,12.21659197,Americas
CRI,Costa Rica,2002,43845.90625,4.100925,1.565318584,2362.696094,10691.71132,11.855461,Americas
CRI,Costa Rica,2003,45280.35547,4.164053,1.605377674,2356.13489,10874.10642,11.97105588,Americas
CRI,Costa Rica,2004,47385.21875,4.225155,1.655476451,2375.402211,11215.02495,12.04988011,Americas
CRI,Costa Rica,2005,50876.88672,4.285502,1.702387929,2357.846397,11871.86162,12.67495679,Americas
CRI,Costa Rica,2006,51939.37109,4.345412,1.763699889,2365.613071,11952.69196,12.44882288,Americas
CRI,Costa Rica,2007,55013.37109,4.404628,1.843176723,2392.574753,12489.90178,12.47486245,Americas
CRI,Costa Rica,2008,58260.42188,4.463125,1.889470458,2397.883377,13053.72847,12.85894865,Americas
CRI,Costa Rica,2009,61673.82031,4.52074,1.881556749,2354.243106,13642.41702,13.92298074,Americas
CRI,Costa Rica,2010,62831.00781,4.577378,1.940775514,2249.265979,13726.41888,14.39321813,Americas
CRI,Costa Rica,2011,66766.73438,4.633086,1.980420232,2289.887566,14410.85583,14.72273929,Americas
CRI,Costa Rica,2012,70761.73438,4.688,1.971206069,2242.599315,15094.22662,16.00717733,Americas
CRI,Costa Rica,2013,69764.05469,4.742107,2.03173852,2156.557737,14711.61547,15.92219027,Americas
CRI,Costa Rica,2014,73966.5,4.795396,2.068466663,2135.533113,15424.48215,16.74481035,Americas
CRI,Costa Rica,2015,79182.875,4.847804,2.106851101,2156.910504,16333.76164,17.4246995,Americas
CRI,Costa Rica,2016,84422.15625,4.899345,2.146195412,2212.38372,17231.31485,17.77979398,Americas
CRI,Costa Rica,2017,89731.84375,4.949954,2.192535639,2185.282478,18127.81366,18.72804079,Americas
CRI,Costa Rica,2018,91075.38281,4.999441,2.196188688,2127.988446,18217.11324,19.4877675,Americas
CRI,Costa Rica,2019,93491.82813,5.047561,2.256355524,2069.245457,18522.17895,20.02415098,Americas
CYP,Cyprus,1995,15180.44629,0.6507,0.251811117,1899.56748,23329.40877,31.73619926,Asia
CYP,Cyprus,1996,15054.5791,0.6609,0.253049612,1898.534503,22778.90619,31.33606417,Asia
CYP,Cyprus,1997,15594.02539,0.6704,0.25462234,1906.277353,23260.77773,32.12740465,Asia
CYP,Cyprus,1998,15481.4375,0.6789,0.258699477,1912.541938,22803.7082,31.2899426,Asia
CYP,Cyprus,1999,16683.53125,0.6864,0.263428181,1919.709986,24305.8439,32.99059296,Asia
CYP,Cyprus,2000,19120.9707,0.6936,0.267729819,1926.391536,27567.72016,37.07393042,Asia
CYP,Cyprus,2001,19664.85938,0.7013,0.273593903,1950.894051,28040.58089,36.84264033,Asia
CYP,Cyprus,2002,19092.96484,0.7096,0.279405415,1923.207432,26906.65846,35.53140864,Asia
CYP,Cyprus,2003,18078.22656,0.717836,0.289278924,1916.041869,25184.34094,32.61625064,Asia
CYP,Cyprus,2004,18465.53906,0.72798,0.300958425,1878.575267,25365.44831,32.66080504,Asia
CYP,Cyprus,2005,21364.99414,0.73854,0.311895132,1847.303935,28928.68923,37.0813747,Asia
CYP,Cyprus,2006,22115.47266,0.750965,0.317674309,1832.921634,29449.40531,37.98133577,Asia
CYP,Cyprus,2007,23687.32227,0.767125,0.331743032,1862.06065,30878.0476,38.34602376,Asia
CYP,Cyprus,2008,25492.71289,0.786632,0.343428701,1867.718272,32407.41909,39.74368205,Asia
CYP,Cyprus,2009,25696.64648,0.808035,0.343539119,1847.103855,31801.40277,40.49570255,Asia
CYP,Cyprus,2010,26422.625,0.829446,0.345667094,1844.996799,31855.75071,41.43070329,Asia
CYP,Cyprus,2011,26344.57422,0.850881,0.346620083,1847.274468,30961.52602,41.14395481,Asia
CYP,Cyprus,2012,27058.04297,0.863945,0.334321886,1845.268705,31319.17306,43.86033629,Asia
CYP,Cyprus,2013,24262.26563,0.86193,0.315628171,1810.279089,28148.76571,42.46293997,Asia
CYP,Cyprus,2014,22666.70508,0.852504,0.30929926,1815.434358,26588.3856,40.3672312,Asia
CYP,Cyprus,2015,23929.62305,0.8477,0.314172566,1824.330841,28228.88174,41.75072278,Asia
CYP,Cyprus,2016,26193.91602,0.8516,0.328804761,1839.67539,30758.47348,43.30331402,Asia
CYP,Cyprus,2017,26715.97266,0.854802,0.344362378,1821.482647,31253.98941,42.59221773,Asia
CYP,Cyprus,2018,26906.84766,0.861749,0.357038051,1809.583284,31223.53221,41.64565922,Asia
CYP,Cyprus,2019,28053.96875,0.868495,0.366567165,1805.239785,32301.81953,42.39414222,Asia
CZE,Czech Republic,1993,212731.3594,10.35869,5.04389286,1856.903592,20536.5118,22.71309441,Europe
CZE,Czech Republic,1994,224292.5938,10.360969,5.098144531,1838.904586,21647.83948,23.92453987,Europe
CZE,Czech Republic,1995,232851.0156,10.358193,5.132678032,1857.902592,22479.88772,24.41806096,Europe
CZE,Czech Republic,1996,243425.2813,10.350309,5.161345005,1852.57746,23518.64869,25.458125,Europe
CZE,Czech Republic,1997,234766.3125,10.338339,5.124731541,1857.76228,22708.32021,24.65894648,Europe
CZE,Czech Republic,1998,225792.2344,10.323247,5.033247948,1877.418279,21872.21079,23.89459282,Europe
CZE,Czech Republic,1999,224739.1406,10.306411,4.921800137,1893.534706,21805.76154,24.11467828,Europe
CZE,Czech Republic,2000,231523.2031,10.289373,4.886872292,1895.562155,22501.19644,24.9934094,Europe
CZE,Czech Republic,2001,242380.2813,10.271008,4.88346386,1818.315695,23598.49016,27.29606349,Europe
CZE,Czech Republic,2002,238087.0156,10.252261,4.914577961,1816.570189,23222.8789,26.66842083,Europe
CZE,Czech Republic,2003,249011.4531,10.239136,4.87071991,1806.223982,24319.57668,28.30443969,Europe
CZE,Czech Republic,2004,256095.25,10.239439,4.860152721,1817.061064,25010.67197,28.99893741,Europe
CZE,Czech Republic,2005,279153.0625,10.258167,4.956709862,1816.988242,27212.76252,30.99536688,Europe
CZE,Czech Republic,2006,285493.875,10.298614,5.029677868,1799.166764,27721.58224,31.54897142,Europe
CZE,Czech Republic,2007,310792.0313,10.357538,5.134018898,1784.364459,30006.36167,33.92570236,Europe
CZE,Czech Republic,2008,327105.0625,10.425266,5.236539364,1789.540514,31376.18383,34.90610237,Europe
CZE,Czech Republic,2009,314229.5,10.488155,5.143602848,1778.766952,29960.41725,34.34475908,Europe
CZE,Czech Republic,2010,318896.5625,10.536518,5.098990917,1799.500518,30265.83948,34.75470635,Europe
CZE,Czech Republic,2011,328852.2813,10.566517,5.089023113,1805.623344,31122.10781,35.78815211,Europe
CZE,Czech Republic,2012,327438.3438,10.581293,5.110384464,1776.124369,30945.02191,36.07468834,Europe
CZE,Czech Republic,2013,323381.625,10.586533,5.127679348,1763.004804,30546.50895,35.77181565,Europe
CZE,Czech Republic,2014,338200.4688,10.591108,5.152778149,1776.737581,31932.49174,36.94107013,Europe
